File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
e20c53e2-73fb-4c56-97a8-e72a23cd1944	0afcfaae-7194-427e-b4c1-918d8931edbc.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-HT-7691	TCGA-HT-7691-01A	Primary Tumor
3ef30cca-849b-4335-80a9-e596c7559164	06774da7-66ac-4a31-884a-7ea65cbcae93.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7616	TCGA-HT-7616-01A	Primary Tumor
8c3b21de-0814-4172-acdf-d063abacbe7d	eb7f536d-71a0-4702-9ccf-5ed5b8e2f9ab.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-E1-5311	TCGA-E1-5311-01A	Primary Tumor
adaf084e-5c75-4d02-9bae-cefeb343822a	48d2c64a-faf8-4790-874a-bc0f4e3c8e17.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-FG-7637	TCGA-FG-7637-01A	Primary Tumor
c709a51a-1c4d-4e37-909b-7437deae4ce4	31ef0136-6bc5-4145-b2c7-e238dd64d408.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-E1-A7YQ	TCGA-E1-A7YQ-01A	Primary Tumor
be1e0221-a935-489f-92c9-a2ab4caeb5d9	3034107c-316d-4dfe-a254-5095e78674cb.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-A70Y	TCGA-FG-A70Y-01A	Primary Tumor
17751587-f7c3-4aca-8900-474ebe472308	ca6f7d22-99e3-4a6c-8bac-d38ce8a818ec.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-A617	TCGA-HT-A617-01A	Primary Tumor
5a0088ea-5efa-45f4-a806-75ee9ec243a3	be44f03f-bf32-4625-b004-abfa9eea64b5.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-8107	TCGA-HT-8107-01A	Primary Tumor
e023d500-82e4-4d12-8622-080a6ad9e85c	1bcf1bb6-a0ae-4251-b4e5-61696e4cc3ab.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HW-8322	TCGA-HW-8322-01A	Primary Tumor
662bd1d9-9d18-4165-b531-ce1885d694ca	3ede672e-3b3d-4409-b3c4-c6f81ac399ce.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-8164	TCGA-DU-8164-01A	Primary Tumor
173e7cfe-e94d-4207-a0b1-eb04d416d9c5	fe1c1277-6311-426e-a79b-0ef7d3915d1f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-P5-A5F6	TCGA-P5-A5F6-01A	Primary Tumor
4d3fea33-af92-4b9f-92db-5d9dafdbcb32	5ddf7c5c-a502-440a-826b-702ae27a21fe.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-8163	TCGA-DU-8163-01A	Primary Tumor
85703d12-80a2-408f-b1e7-abb2867e0507	f96ae863-cc9b-483e-bc45-e903ff72b241.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DB-5270	TCGA-DB-5270-01A	Primary Tumor
1d52eea7-7e3c-44d7-b43a-8eaea8766f68	9858d286-1b96-4414-bd09-d73dc6f1c79e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-A64R	TCGA-DB-A64R-01A	Primary Tumor
607beda0-f40a-453a-b731-d5926a6d086c	b5b997f7-28d0-43aa-a4d5-c21cb42b5c05.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7474	TCGA-HT-7474-01A	Primary Tumor
abf7910f-8dab-40a0-99ae-83846f39ea43	dd218c7d-1877-421f-9823-a05d9ebf8bc5.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DB-A4XE	TCGA-DB-A4XE-01A	Primary Tumor
7682b9ee-d2ef-4693-bc1c-827a5feff2da	bf659fb3-dd63-413b-85fe-b90e87bba29b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DU-A76L	TCGA-DU-A76L-01A	Primary Tumor
ce8bc5c1-d5a4-4042-9196-523c01d53343	71b79c85-46be-4dea-b157-6e70fde6f158.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-HT-7875	TCGA-HT-7875-01A	Primary Tumor
252e83e0-92bd-44da-8bf4-ceaf44432d76	960fa206-af01-4f92-b066-4e899fe356fb.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6408	TCGA-DU-6408-01A	Primary Tumor
ba97b22a-e13e-40e4-8625-71459b4e972b	000f9b51-4747-4d7f-9ecc-25bef9b25ad7.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HW-7495	TCGA-HW-7495-01A	Primary Tumor
73df92f7-8e0e-4488-91de-4c87284ac729	fe31060c-339f-4fec-abee-322380ee9814.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-TQ-A7RP	TCGA-TQ-A7RP-01A	Primary Tumor
0a203484-f210-4d4a-bcd9-2b55254fd161	5dad8a54-480d-4b17-a81b-1c0f191311ec.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-HT-7879	TCGA-HT-7879-01A	Primary Tumor
11597a23-3cbd-4d61-b827-33df91281ea8	c068ab21-914b-40aa-b938-001e0f0d389f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-FG-6688	TCGA-FG-6688-01A	Primary Tumor
41e72bef-6f72-4689-ac69-605f20b82b5d	088af440-646f-4cdd-8767-7b16ba7b4a45.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7691	TCGA-HT-7691-01A	Primary Tumor
f4620025-b563-4679-8432-557ec1455c66	48af3eb8-d78c-401e-bd1f-10601d57ebcd.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-E1-A7YJ	TCGA-E1-A7YJ-01A	Primary Tumor
6c5e40cb-c79a-4314-a64d-f84b185771f5	f8ac5011-0282-42e1-9f6a-57111ee49745.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A6U1	TCGA-S9-A6U1-01A	Primary Tumor
7346fc20-c3ba-43d6-b66e-9f1ce939b10f	f8db396e-354c-47d9-81ee-946977e3b200.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-HT-7603	TCGA-HT-7603-01A	Primary Tumor
cbdeb291-942b-4809-b332-114f9186d81f	5f26c44a-bfe6-4cad-b3f1-aed7bd9ff9ba.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A6U6	TCGA-S9-A6U6-01A	Primary Tumor
4121b664-7f7f-4eb0-9509-e430507fee3a	8accba46-b636-43dd-a631-16c2b324a05b.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-5855	TCGA-DU-5855-01A	Primary Tumor
1f1bbac2-3531-4a70-8e63-1baf710a8f77	576016e7-44e7-4b08-82fb-292c888befc6.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A6UA	TCGA-S9-A6UA-01A	Primary Tumor
bcbbd077-d757-4602-967f-91a94b398646	caee5505-5741-4b98-a941-ed4650493a6c.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A7QX	TCGA-S9-A7QX-01A	Primary Tumor
72e7797a-ff36-422c-84ec-48d615f67f43	6da1dddf-9ad0-47b4-878c-c3ca359371dc.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HW-A5KM	TCGA-HW-A5KM-01A	Primary Tumor
a5d94b4f-d90f-49ea-bfda-a8933b8bc36b	b2bdabac-64e2-4a8c-8062-5b7d064f1a15.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TM-A84I	TCGA-TM-A84I-01A	Primary Tumor
885cb369-3b0b-43d1-82f2-d6ae0b94557b	f08efdcb-84cf-46de-ba3f-297a49ffa070.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-RY-A845	TCGA-RY-A845-01A	Primary Tumor
baa5e054-05a1-424e-bb7b-2f2825091027	78541992-59e2-451b-90e0-862353e74f93.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TM-A84L	TCGA-TM-A84L-01A	Primary Tumor
b4a459a6-8f08-4db7-8fd2-2bd92897c87b	d243d87d-34f1-48d8-a4d4-3b6d13b5a88e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6400	TCGA-DU-6400-01A	Primary Tumor
f01cd2fe-4ec3-45dd-8a30-4125dc2c0999	53cd4bb4-5c52-46b6-a37c-c442b536c5e4.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HW-A5KL	TCGA-HW-A5KL-01A	Primary Tumor
64f70d73-cd55-4411-9819-c50b644718a2	4f7835b5-4c46-4954-847c-6e7a73827b14.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-VW-A8FI	TCGA-VW-A8FI-01A	Primary Tumor
2e666313-09c2-4484-84a7-9da66906de61	a308164e-b7e8-404f-bac2-72f586f25e78.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7690	TCGA-HT-7690-01A	Primary Tumor
577204d4-7b92-4d6f-a057-4781be7620c2	9003c1d0-26ca-4080-8d1c-d7ae5d15b8fb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-VM-A8CD	TCGA-VM-A8CD-01A	Primary Tumor
b280f70b-edfe-48a2-af56-65aa34411e84	e1bf1651-45b2-480b-8ddb-9b6137e4522a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-S9-A6WL	TCGA-S9-A6WL-01A	Primary Tumor
ee2f476e-bde1-475b-a411-163362496e7f	60fd76fd-8522-497d-b631-e550988a1064.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A6TS	TCGA-S9-A6TS-01A	Primary Tumor
57c7abe3-a25f-429e-ad32-3e89eb4f4273	4bc4ff12-6256-4561-9756-28be538bf710.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DB-A64Q	TCGA-DB-A64Q-01A	Primary Tumor
c73d353c-bb71-4d2a-aced-393cffcda9d5	00e7efbb-80c7-4ec4-a478-e6ab0565a263.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-R8-A6YH	TCGA-R8-A6YH-01A	Primary Tumor
16ebbf4f-c9ed-4464-9d27-baf695069c36	e584b6af-54f6-447a-8835-f32568cf1999.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DH-5143	TCGA-DH-5143-01A	Primary Tumor
451b16d7-9119-41b7-9d67-540fd0944b9a	93658a3f-bd6a-4547-b8bb-83c4edc9d62a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-TQ-A7RG	TCGA-TQ-A7RG-01A	Primary Tumor
2a388f76-6854-4589-b914-e3ad0590d7ef	40270141-3cb0-4c15-b20d-9c1deb0c30ef.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DU-6394	TCGA-DU-6394-01A	Primary Tumor
e8c7a674-4486-4373-92c5-2986010d3cdf	0e0d2793-5fce-46e0-8578-fe95f133fea4.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DH-A7UV	TCGA-DH-A7UV-01A	Primary Tumor
d218c812-d58e-47fb-a2a3-9ce2785e0df3	5fb2491f-6157-4955-a6e1-e1a192710a23.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-HT-A74K	TCGA-HT-A74K-01A	Primary Tumor
8e0d1bed-df71-4da5-9b08-75e2a521caaf	3fe73640-0b2c-48f8-adde-00ebe9c749e8.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-QH-A6CU	TCGA-QH-A6CU-01A	Primary Tumor
39dcd819-2f36-4d20-af1f-675373e5cb12	b80cedff-e07c-4325-975a-55d1d0bb5afc.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-A4DS	TCGA-HT-A4DS-01A	Primary Tumor
2a91d628-a30b-4557-9b59-67cee2fe3b65	837de731-1be3-4665-a418-93e9b33e82ea.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-P5-A72X	TCGA-P5-A72X-01A	Primary Tumor
14436632-d227-48a7-812b-a60e5bec24ba	cf088e28-2649-4794-b2a9-e8b0213e600d.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7880	TCGA-HT-7880-01A	Primary Tumor
ac5b70b6-d56c-4e72-a777-d3d2cf452cd5	58ed26c0-0fed-4433-9742-a9b505bb4369.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-HT-8010	TCGA-HT-8010-01A	Primary Tumor
56c7c8c7-9936-4c2a-9ac0-a404c5f68b87	f7182de7-067e-467b-af88-790ad3e63eec.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-P5-A77X	TCGA-P5-A77X-01A	Primary Tumor
fecffaf1-576f-4d4c-8504-359d56e8b612	7ce3ea7d-b397-4658-868c-e9c17f755755.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-TM-A84B	TCGA-TM-A84B-01A	Primary Tumor
5aba68ba-7ea5-41a9-88c0-56110bc1ac7b	5e563f0d-276f-4122-8225-1928f2538af6.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DU-6397	TCGA-DU-6397-01A	Primary Tumor
62665c4f-5965-4912-aefe-60dffa8ab41d	765d5d82-7fc1-4ed5-afb4-6b7f5e3aa777.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-E1-A7YM	TCGA-E1-A7YM-01A	Primary Tumor
aa66c18c-cc00-4039-8604-9bd444f55cf1	37864a32-7a16-405c-983b-200380f15883.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-P5-A5F1	TCGA-P5-A5F1-01A	Primary Tumor
68a42f03-465e-4c83-bdd3-28db6f3f535a	6f5bea5d-e878-4f1f-bca5-b2289998f1fd.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6405	TCGA-DU-6405-01A	Primary Tumor
b68f09f4-6b6d-4520-9f36-37d6d1ca85c7	c750d319-5996-4fbc-b7f1-0ad56ca913a4.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DU-8166	TCGA-DU-8166-01A	Primary Tumor
da6f790c-0ead-408c-b7fc-89def3e9c805	6065f462-2405-4342-beb1-b2c484ccc90b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-S9-A6U9	TCGA-S9-A6U9-01A	Primary Tumor
f8efbeb8-f014-4c58-bac1-3f855a63167a	e85dd7f7-391d-49b4-a5f7-e4579c5c7d49.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-CS-6290	TCGA-CS-6290-01A	Primary Tumor
16a8ec67-b480-4b6f-88a8-cd2e0d9a5a64	3e859ca1-a1f6-4979-9a13-629a69373964.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7476	TCGA-HT-7476-01A	Primary Tumor
517c7afa-9db0-44ab-a03a-95d6ab5a4149	a5274e64-8bf4-4315-99cb-2f8173481fbc.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-8165	TCGA-DU-8165-01A	Primary Tumor
551c85cf-331a-48dd-b613-469c36c61d4c	d35b8049-c61e-411a-929a-e50ce93460c8.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-TM-A84J	TCGA-TM-A84J-01A	Primary Tumor
eefa8b68-e81c-453c-beb6-f1bb34c38571	d550e6a0-c834-40c5-92f1-bf53ffdc06ec.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TM-A84J	TCGA-TM-A84J-01A	Primary Tumor
32749994-e24f-4468-b484-341b89b0a900	aa7184c5-a6e4-4dfc-8862-d92d200b902e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-S9-A6TW	TCGA-S9-A6TW-01A	Primary Tumor
2b7c5e44-c58b-4314-8353-6cc396b41dfd	04d1f5f6-1dba-4daf-a641-dfe282ef4d82.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-8113	TCGA-HT-8113-01A	Primary Tumor
51fd3dd3-4fe2-4a58-be9b-851c20294572	446c42bb-1495-4986-a4fc-e1f3acde0834.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-CS-6669	TCGA-CS-6669-01A	Primary Tumor
de267b3e-18ce-4c00-bb0b-eb31fdd8cc76	e404bd9f-c8d1-48aa-91b2-d2875a2ca06e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-TQ-A7RR	TCGA-TQ-A7RR-01A	Primary Tumor
1723b372-8fe5-4cf4-927e-9805210711e4	2bbe5f87-d67f-4e30-8f8e-4e2a1cf5b7a3.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TM-A7CA	TCGA-TM-A7CA-01A	Primary Tumor
871c04c6-7b36-4a3f-b8ad-e731ef6b18d5	00c6710d-4f4e-4483-a54a-12c5471c7de8.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7693	TCGA-HT-7693-01A	Primary Tumor
cb02b42c-34d8-4f38-b7d2-923d7be178c8	fa02f99f-506b-4dc9-bfa3-fd7974279bb5.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DH-A66G	TCGA-DH-A66G-01A	Primary Tumor
2a2e30b6-e937-4cc4-b84b-93985e18a6d3	7ca729e8-6fb8-41fb-a6eb-a8db4296c034.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-P5-A77X	TCGA-P5-A77X-01A	Primary Tumor
84ce36bd-6d5e-4486-aba5-fa3d5bd72dd3	48102c5f-0b8c-4b8b-9c8d-381d6fde1fd3.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-P5-A735	TCGA-P5-A735-01A	Primary Tumor
f9ff882b-31b8-4b5c-b2ef-64eb6396a28a	d1def1d4-6e9d-4a62-ae7c-45186a8b9bc6.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DB-A64P	TCGA-DB-A64P-01A	Primary Tumor
ba4f9bb6-6a26-4c23-b979-430e8d81ed9d	4e7e5b0c-4aa8-46d9-b53a-e99fe87d2aa4.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-HT-7902	TCGA-HT-7902-01A	Primary Tumor
f23346a3-e690-49a7-8e9b-d6d2ae2f69d0	332ae23a-a860-438a-be1b-9dcb4e34bfed.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-A75O	TCGA-DB-A75O-01A	Primary Tumor
63fe942f-058c-477b-b89a-52c1cf5bce81	7674f745-6beb-4a5e-9f60-076e09b6e2e7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-S9-A6U0	TCGA-S9-A6U0-01A	Primary Tumor
4e0738f0-4eb7-44a7-a419-34ed29348494	f8ada89d-3b1e-42e6-ab1c-7d695cda0c8b.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TM-A84G	TCGA-TM-A84G-01A	Primary Tumor
69a3fb85-4b58-4f45-86e3-a1c9ee2cca88	40c5a89c-b4cb-49a8-b427-cea7f34b6cf7.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A6WE	TCGA-S9-A6WE-01A	Primary Tumor
1d3837e7-8689-4ac1-b199-aaa7ece45305	3a3d87aa-fa19-4300-9f56-3af855af8f09.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-A4XA	TCGA-DB-A4XA-01A	Primary Tumor
bb4e736a-9d70-4076-a800-a6d160ca0f1e	fbdbecf3-00c8-41c2-b3db-f64cedddf4be.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-FG-A6J1	TCGA-FG-A6J1-01A	Primary Tumor
bc2b341d-3da8-4b4f-bb6f-1b5a436957bb	4aa24b86-cb77-4716-9248-fa3a0f584c53.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-HW-7491	TCGA-HW-7491-01A	Primary Tumor
e3531c56-ee92-4a7a-b8d3-50799583958e	f8a2a7fd-106b-4213-bd33-9993f3316107.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-HT-A4DS	TCGA-HT-A4DS-01A	Primary Tumor
8c013e72-0d95-4d97-a421-fae7273de7ec	52a0784a-e1fb-4b7c-be95-d7e027fd406b.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-7012	TCGA-DU-7012-01A	Primary Tumor
4df724a1-4f53-4958-8157-f18ba07d28fe	7a1742cf-010b-42e1-80d7-90151855dcbc.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A7J3	TCGA-S9-A7J3-01A	Primary Tumor
0983b0a0-497c-43f8-8875-f4782477130d	8326eac2-a99b-421b-85fb-2e0f70b9e9c4.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-DB-A64S	TCGA-DB-A64S-01A	Primary Tumor
4cba3bd5-5fbf-407f-beae-137e826d0458	9bc967f6-6bf6-482b-b585-4ce1e5e73f5b.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-WY-A85A	TCGA-WY-A85A-01A	Primary Tumor
aaf95d04-907a-4b6a-aeef-8ac4706c5bc4	a34e0b3d-c38c-43d7-a4c1-c57a8572c612.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-LGG	TCGA-TM-A84S	TCGA-TM-A84S-01A	Primary Tumor
